sample_idx,label,gs_spearman_r,ts_spearman_r,sensitivity_nb_clicks_1week,sensitivity_product_price,sensitivity_click_hour,sensitivity_click_dow,sensitivity_device_type_enc,sensitivity_product_country_enc,sensitivity_product_age_group_enc,sensitivity_product_gender_enc,sensitivity_product_category_1_enc,sensitivity_partner_id_enc,gs_attr_nb_clicks_1week,gs_attr_product_price,gs_attr_click_hour,gs_attr_click_dow,gs_attr_device_type_enc,gs_attr_product_country_enc,gs_attr_product_age_group_enc,gs_attr_product_gender_enc,gs_attr_product_category_1_enc,gs_attr_partner_id_enc,ts_attr_nb_clicks_1week,ts_attr_product_price,ts_attr_click_hour,ts_attr_click_dow,ts_attr_device_type_enc,ts_attr_product_country_enc,ts_attr_product_age_group_enc,ts_attr_product_gender_enc,ts_attr_product_category_1_enc,ts_attr_partner_id_enc
29,1,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,1,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,1,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.170569e-08,1.0535121e-07,1.170569e-08,1.170569e-08,1.170569e-08,1.170569e-08,1.170569e-08,1.170569e-08,1.170569e-08,1.170569e-08,9.089708e-08,9.170175e-06,1.847744e-07,6.839633e-07,1.9162894e-06,8.910894e-07,0.00021108464,0.00010110289,9.834766e-08,0.00011665448
37,1,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,1,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,1,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,1,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,1,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,1,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,1,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
